Wall time,Step,Value
1515767182.5917008,1,0.6737539768218994
1515767315.9486752,1,0.6734572649002075
1515767420.736163,1,0.6742483973503113
1515767524.3732467,1,0.6707871556282043
1515767627.9393978,1,0.6758307218551636
1515767730.2295232,352,0.682852029800415
1515767832.1070604,352,0.6794897317886353
1515767933.7088332,352,0.681467592716217
1515768035.1814384,352,0.683445394039154
1515768136.2929485,352,0.6824564933776855
1515768238.5636852,352,0.6822587251663208
1515768340.664019,885,0.6890822649002075
1515768443.1575296,885,0.6900712251663208
1515768545.6715243,885,0.6897745132446289
1515768647.9655335,885,0.6866099834442139
1515768750.0742157,885,0.6865110993385315
1515768851.6923566,1417,0.6977847814559937
1515768954.5274,1417,0.6920490264892578
1515769056.9196022,1417,0.6940268874168396
1515769159.39605,1417,0.6925435066223145
1515769261.6793082,1417,0.6929391026496887
1515769363.900601,1417,0.6954113841056824
1515769465.6968703,1945,0.6998615264892578
1515769567.651429,1945,0.6980814933776855
1515769670.9837344,1945,0.7001582384109497
1515769773.142488,1945,0.7022349834442139
1515769874.9037147,1945,0.7011471390724182
1515769976.8165889,1945,0.6981803774833679
1515770079.259678,2471,0.6995648741722107
1515770180.423264,2471,0.702531635761261
1515770282.716257,2471,0.7047072649002075
1515770385.4638162,2471,0.7044106125831604
1515770489.2025423,2471,0.699367105960846
1515770591.8756354,2471,0.7032238841056824
1515770694.774749,2995,0.7024327516555786
1515770796.775687,2995,0.7020371556282043
1515770898.3716626,2995,0.7063884735107422
1515770999.4965699,2995,0.703718364238739
1515771101.3404446,2995,0.7075751423835754
1515771204.267544,2995,0.7059928774833679
1515771306.6339638,3519,0.7147942781448364
1515771408.0415728,3519,0.7107397317886353
1515771510.3966525,3519,0.7142998576164246
1515771612.808752,3519,0.7143987417221069
1515771714.5226407,3519,0.7082673907279968
1515771816.092105,3519,0.7096518874168396
1515771918.2512894,4056,0.7133108973503113
1515772020.5694704,4056,0.7132120132446289
1515772123.1746726,4056,0.7118275165557861
1515772225.5191226,4056,0.712124228477478
1515772326.7225413,4056,0.7126186490058899
1515772428.773535,4056,0.7124208807945251
1515772531.1592877,4593,0.7237935066223145
1515772635.4197335,4593,0.720530092716217
1515772736.8476274,4593,0.7178599834442139
1515772838.111069,4593,0.7217167615890503
1515772939.608599,4593,0.7217167615890503
1515773040.7416656,4593,0.7201344966888428
1515773142.750684,5128,0.7180577516555786
1515773244.0110214,5128,0.7239912748336792
1515773345.5367703,5128,0.7227057218551636
1515773446.8718464,5128,0.7241891026496887
1515773548.5467618,5128,0.724782407283783
1515773649.7208645,5676,0.7249802350997925
1515773750.5918818,5676,0.7255735993385315
1515773851.9060605,5676,0.7251780033111572
1515773953.195859,5676,0.727155864238739
1515774054.6351285,5676,0.7257713675498962
1515774155.9433434,5676,0.7267602682113647
1515774257.858698,6216,0.7317048907279968
1515774358.4533422,6216,0.7291337251663208
1515774459.8225935,6216,0.7282436490058899
1515774561.394965,6216,0.7322982549667358
1515774662.8221142,6216,0.733781635761261
1515774764.5293841,6216,0.7327927350997925
1515774866.065238,6760,0.7395173907279968
1515774966.9335656,6760,0.7380340099334717
1515775067.9819643,6760,0.7383307218551636
1515775170.013936,6760,0.7373417615890503
1515775272.0617287,6760,0.7391218543052673
1515775373.8460774,6760,0.738429605960846
1515775475.4502048,7305,0.7441653609275818
1515775577.8239017,7305,0.743374228477478
1515775679.4502556,7305,0.7398141026496887
1515775780.1292975,7305,0.7470332384109497
1515775881.0106833,7305,0.7446597814559937
1515775982.6123981,7305,0.743374228477478
1515776083.351396,7853,0.7446597814559937
1515776184.935784,7853,0.7416930198669434
1515776286.6051168,7853,0.7442642450332642
1515776388.61723,7853,0.7454509735107422
1515776492.0944865,7853,0.741000771522522
1515776596.643775,7853,0.7409018874168396
1515776700.6201267,8386,0.7552412748336792
1515776802.7515948,8386,0.7547468543052673
1515776905.1111686,8386,0.7557357549667358
1515777007.2653084,8386,0.7530656456947327
1515777108.717585,8386,0.7567246556282043
1515777210.4513419,8386,0.7529667615890503
1515777312.7786746,8917,0.7637460231781006
1515777414.8065906,8917,0.7649327516555786
1515777517.2534828,8917,0.765031635761261
1515777618.971736,8917,0.7599881291389465
1515777720.8754084,8917,0.7645371556282043
1515777822.9615026,8917,0.7625593543052673
1515777925.0358694,9457,0.7744264006614685
1515778027.211546,9457,0.7744264006614685
1515778129.0092368,9457,0.7725474834442139
1515778231.330467,9457,0.7733386158943176
1515778333.633596,9457,0.7705696225166321
1515778425.721246,9457,0.7727452516555786
1515778507.702433,10000,0.779469907283783
1515778590.2687967,10000,0.7782832384109497
1515778672.2956867,10000,0.777492105960846
1515778754.4316864,10000,0.7787777185440063
1515778836.4392521,10000,0.7786787748336792
1515778918.4949157,10000,0.7778876423835754
1515779001.132623,10000,0.775217592716217
1515779083.0568438,10000,0.7763053774833679
1515779165.1054537,10000,0.7803599834442139
1515779247.1294,10000,0.7787777185440063
1515779329.2368627,10000,0.7803599834442139
1515779411.1741028,10000,0.7793710231781006
1515779493.2554626,10000,0.7784810066223145
1515779575.2978725,10000,0.78125
1515779657.3781667,10000,0.7750197649002075
1515779739.446996,10000,0.7753164768218994
1515779821.4463627,10000,0.7804588675498962
1515779903.5385823,10000,0.7782832384109497
1515779985.6282332,10000,0.7798655033111572
1515780067.6993685,10000,0.774030864238739
1515780149.7670643,10000,0.7784810066223145
1515780231.8434107,10000,0.7778876423835754
1515780313.94778,10000,0.7819422483444214
1515780396.0788388,10000,0.7763053774833679
1515780478.684833,10000,0.7792721390724182
1515780560.7643895,10000,0.7809533476829529
1515780642.8058662,10000,0.7767009735107422
1515780724.9006288,10000,0.7754153609275818
1515780806.9729922,10000,0.7788766026496887
1515780889.0610373,10000,0.7763053774833679
1515780971.1737344,10000,0.7792721390724182
1515781053.1508307,10000,0.7731408476829529
1515781135.322012,10000,0.7751186490058899
1515781217.4131358,10000,0.7792721390724182
1515781299.6116936,10000,0.7796677350997925
1515781381.6733086,10000,0.7791732549667358
1515781463.746981,10000,0.7753164768218994
1515781545.8333998,10000,0.7776898741722107
1515781627.9958785,10000,0.7784810066223145
1515781710.1253057,10000,0.774624228477478
1515781792.2869623,10000,0.7750197649002075
1515781874.35522,10000,0.7789754867553711
1515781956.9473612,10000,0.7748219966888428
1515782039.0440075,10000,0.7782832384109497
1515782121.1955268,10000,0.7772942781448364
1515782203.4059908,10000,0.7804588675498962
1515782285.4802244,10000,0.7767009735107422
1515782367.5339217,10000,0.7798655033111572
1515782449.6155534,10000,0.7786787748336792
1515782531.806296,10000,0.7825356125831604
1515782613.9394245,10000,0.7769976258277893
1515782696.1157317,10000,0.7751186490058899
1515782779.2428315,10000,0.7797666192054749
1515782861.3380308,10000,0.779469907283783
1515782943.4985113,10000,0.7781843543052673
1515783025.9296105,10000,0.7786787748336792
1515783108.60257,10000,0.7791732549667358
1515783190.7411695,10000,0.7796677350997925
1515783273.3438444,10000,0.7765031456947327
1515783356.2433577,10000,0.7778876423835754
1515783438.4279437,10000,0.7744264006614685
1515783520.9901657,10000,0.7805577516555786
1515783603.645114,10000,0.7768987417221069
1515783685.7726908,10000,0.7801621556282043
1515783768.3289382,10000,0.7778876423835754
1515783850.4253013,10000,0.7733386158943176
1515783932.6230369,10000,0.7782832384109497
1515784014.7824345,10000,0.7823378443717957
1515784097.0495415,10000,0.7816455960273743
1515784179.7358336,10000,0.7787777185440063
1515784262.3900812,10000,0.7789754867553711
1515784344.735636,10000,0.7778876423835754
1515784428.1698904,10000,0.7762064933776855
1515784510.3533113,10000,0.7782832384109497
1515784592.9064941,10000,0.7786787748336792
1515784675.0159566,10000,0.7799643874168396
1515784757.290597,10000,0.7779865264892578
1515784839.9961402,10000,0.7760087251663208
1515784922.157619,10000,0.7789754867553711
1515785004.3883686,10000,0.7737341523170471
1515785087.1595635,10000,0.777492105960846
1515785169.3280885,10000,0.7742286324501038
1515785252.100843,10000,0.7784810066223145
1515785334.2057824,10000,0.7736352682113647
1515785416.3330276,10000,0.7757120132446289
1515785499.1378279,10000,0.7775909900665283
1515785581.4802973,10000,0.775217592716217
1515785666.3445227,10000,0.7778876423835754
1515785748.6239636,10000,0.7790743708610535
1515785830.8748753,10000,0.7754153609275818
1515785913.0623982,10000,0.7788766026496887
1515785995.2623818,10000,0.777492105960846
1515786078.057324,10000,0.7801621556282043
1515786160.1815062,10000,0.7776898741722107
1515786243.0341809,10000,0.780063271522522
1515786325.1639225,10000,0.775217592716217
1515786407.4306922,10000,0.7777887582778931
1515786490.1908329,10000,0.7791732549667358
1515786572.437821,10000,0.7796677350997925
1515786654.7202168,10000,0.780063271522522
1515786736.9502509,10000,0.7779865264892578
1515786819.138601,10000,0.7801621556282043
1515786901.259515,10000,0.7793710231781006
1515786983.5665503,10000,0.7760087251663208
1515787065.8491404,10000,0.7773932218551636
1515787148.1355293,10000,0.7788766026496887
1515787231.3052387,10000,0.7793710231781006
1515787314.1768842,10000,0.7786787748336792
1515787396.37841,10000,0.780063271522522
1515787478.7495677,10000,0.7759097814559937
1515787560.9590628,10000,0.7760087251663208
1515787643.1957467,10000,0.7772942781448364
1515787725.9583886,10000,0.7798655033111572
1515787808.079599,10000,0.7809533476829529
1515787890.4297628,10000,0.7751186490058899
1515787973.3276057,10000,0.778085470199585
1515788056.301527,10000,0.7792721390724182
1515788138.986113,10000,0.7779865264892578
1515788221.509494,10000,0.7779865264892578
1515788304.248736,10000,0.776602029800415
1515788386.626517,10000,0.7756131291389465
1515788468.9200957,10000,0.778085470199585
1515788551.2586837,10000,0.777492105960846
1515788633.5881982,10000,0.7778876423835754
1515788716.0878508,10000,0.7768987417221069
1515788799.5574126,10000,0.7767009735107422
1515788881.971424,10000,0.7765031456947327
1515788964.755503,10000,0.777492105960846
1515789047.285561,10000,0.7792721390724182
