Wall time,Step,Value
1515941624.3093357,1,0.6729628443717957
1515941751.814595,1,0.6720727682113647
1515941881.2824636,1,0.671281635761261
1515942007.0093102,1,0.6742483973503113
1515942133.5812843,1,0.675929605960846
1515942259.6504447,263,0.7081685066223145
1515942386.4080381,263,0.7039161324501038
1515942516.2124546,263,0.704311728477478
1515942643.468772,263,0.7089596390724182
1515942769.0727513,263,0.7095530033111572
1515942894.2876096,538,0.7688884735107422
1515943019.7130504,538,0.765625
1515943146.0009832,538,0.7694817781448364
1515943270.5342574,538,0.7636471390724182
1515943396.3880584,538,0.7647349834442139
1515943521.3633003,832,0.7768987417221069
1515943648.9053059,832,0.7757120132446289
1515943772.988055,832,0.776602029800415
1515943896.7310722,832,0.7761076092720032
1515944020.9161057,1125,0.7487143874168396
1515944145.8412921,1125,0.749406635761261
1515944269.972693,1125,0.7512856125831604
1515944393.8497393,1125,0.7501977682113647
1515944519.749453,1125,0.7479232549667358
1515944645.1720395,1412,0.7960838675498962
1515944769.2522945,1412,0.7947982549667358
1515944895.4756687,1412,0.7963805198669434
1515945020.6600332,1412,0.7998417615890503
1515945146.4501808,1412,0.7946993708610535
1515945271.8551567,1696,0.7934137582778931
1515945396.9881477,1696,0.7915347814559937
1515945522.6551397,1696,0.792227029800415
1515945647.1369462,1696,0.7894580960273743
1515945776.2982411,1696,0.792227029800415
1515945902.3141472,1986,0.7964794039726257
1515946029.9176383,1986,0.7985561490058899
1515946156.3039014,1986,0.795094907283783
1515946283.6296725,1986,0.7969738841056824
1515946408.9554064,1986,0.7991495132446289
1515946533.9214168,2271,0.7981606125831604
1515946659.2043753,2271,0.7995451092720032
1515946784.1508605,2271,0.7955893874168396
1515946909.7505124,2271,0.7972705960273743
1515947035.5658388,2560,0.8051819801330566
1515947160.250622,2560,0.8089398741722107
1515947284.9973624,2560,0.8085442781448364
1515947410.502566,2560,0.8046875
1515947536.2885687,2560,0.808742105960846
1515947660.9561205,2841,0.7403085231781006
1515947785.970706,2841,0.7441653609275818
1515947911.4206784,2841,0.7417919039726257
1515948037.078452,2841,0.7395173907279968
1515948162.4024327,2841,0.7407041192054749
1515948291.4163885,3126,0.714102029800415
1515948416.2442503,3126,0.7151898741722107
1515948543.9742723,3126,0.7148932218551636
1515948670.288029,3126,0.7144976258277893
1515948794.5104866,3126,0.7182555198669434
1515948937.3977857,3411,0.7813488841056824
1515949066.8577878,3411,0.785897970199585
1515949192.0778835,3411,0.7816455960273743
1515949321.522864,3411,0.784414529800415
1515949448.0514271,3684,0.8008307218551636
1515949574.0120945,3684,0.8043908476829529
1515949697.5820649,3684,0.8066653609275818
1515949823.413472,3684,0.8041930198669434
1515949948.5714242,3684,0.8002373576164246
1515950075.560642,3972,0.8060719966888428
1515950200.0846267,3972,0.8067642450332642
1515950324.969715,3972,0.8034018874168396
1515950449.9753637,3972,0.8081487417221069
1515950574.4640608,3972,0.8061708807945251
1515950699.4044385,4264,0.8116099834442139
1515950823.2375255,4264,0.8132911324501038
1515950949.8163164,4264,0.8108188509941101
1515951073.458334,4264,0.8134889006614685
1515951199.9952393,4264,0.8099287748336792
1515951330.5593858,4560,0.8125
1515951461.0084205,4560,0.8123022317886353
1515951585.980796,4560,0.8170490264892578
1515951714.001148,4560,0.8133900165557861
1515951838.98563,4844,0.7862935066223145
1515951964.5180552,4844,0.7843156456947327
1515952090.5001001,4844,0.7887658476829529
1515952188.6131182,4844,0.7852057218551636
1515952285.4074414,4844,0.7877768874168396
